order_id,order_date,customer_id,customer_city,channel,category,product_name,quantity,unit_price,unit_cost,discount_pct,payment_method,returned
701223,2024-09-14,C100544,Lahore,Online,Shoes,Sandals,1,2830,1600,15,Card,No
700734,2023-11-13,C100026,Karachi,Store,Accessories,Tote Bag,3,1690,830,0,Bank Transfer,Yes
704548,2023-11-23,C100136,Sialkot,Online,Jeans,Ripped Jeans,2,3670,2220,20,Card,No
702604,2024-10-28,C100063,Faisalabad,Online,Kurtas,Embroidered Kurta,2,2860,1420,0,COD,No
701519,2025-01-31,C100540,Sialkot,Online,Kurtas,Cotton Kurta,1,1940,1050,0,COD,No
702778,2025-03-13,C100624,Sialkot,Online,Shoes,Boots,1,6730,4050,10,Card,No
702887,2024-10-27,C100087,Karachi,Online,Kurtas,Cotton Kurta,1,1830,840,10,COD,No
704292,2023-09-15,C100234,Peshawar,Store,Jeans,Ripped Jeans,3,3930,1990,0,Card,No
700245,2025-01-27,C100217,Lahore,Store,Accessories,Baseball Cap,2,880,400,0,Wallet,No
702225,2023-07-16,C100067,Karachi,Online,Accessories,Leather Belt,1,1230,660,0,Card,No
702770,2024-09-20,C100367,Rawalpindi,Online,T-Shirts,Polo Shirt,2,2310,1380,0,Bank Transfer,No
700131,2024-10-08,C100165,Karachi,Store,Kurtas,Cotton Kurta,-2,1860,1110,0,COD,No
703491,2023-07-16,C101660,Lahore,Store,Kurtas,Embroidered Kurta,1,2850,1530,0,Card,No
702931,2023-07-18,C100276,Karachi,Online,Dresses,Summer Floral Dress  ,1,3440,2230,0,COD,No
701380,2024-09-12,C101624,Karachi,Store,Shoes,Boots,1,6390,3730,0,COD,No
701840,2024-10-03,C101036,Karachi,Store,T-Shirts,Polo Shirt,2,2220,1340,0,Wallet,No
704069,2024-05-11,C101800,Islamabad,Online,accessories,Leather Belt,1,1140,690,0,COD,No
700465,2025-04-26,C100230,Lahore,Store,Shoes,Boots,2,6850,3840,0,Card,Yes
702170,2023-07-25,C101639,Rawalpindi,Store,Accessories,Tote Bag,2,1570,760,10,Card,Yes
701841,2024-11-03,C100414,Lahore,Store,Kurtas,Embroidered Kurta,2,3000,1400,0,Wallet,No
703076,2024-05-22,C100880,Karachi,Online,Jeans,Slim Fit Jeans,1,3630,2140,10,Card,No
702738,2024-04-25,C100632,Lahore,Store,Accessories,Sunglasses,1,2300,1270,10,COD,No
704826,2025-02-15,C101588,Karachi,Online,Dresses,Summer Floral Dress,2,3180,1960,15,COD,No
700358,2024-07-13,C102060,Sialkot,Store,Shoes,Sneakers,1,4680,2370,0,COD,No
705194,2023-08-05,C101597,Lahore,Store,Shoes,Boots,1,6320,3940,0,Card,No
702284,2024-03-16,C101684,Lahore,Online,Jeans,Slim Fit Jeans,2,3700,2080,0,Card,No
701522,2024-06-27,C102112,Lahore,Online,Shoes,Sneakers,2,4590,2980,0,Card,No
704336,2023-07-04,C101117,Faisalabad,Store,Shoes,Boots,1,6380,3640,0,COD,No
703227,2024-01-30,C100141,Karachi,Online,Jackets,Denim Jacket,1,5650,3310,0,COD,No
703096,2025-05-10,C101953,Sialkot,Online,Dresses,Maxi Dress,2,4770,2860,10,Card,No
702125,2025-02-13,C101135,Karachi,Store,T-Shirts,Polo Shirt,1,2360,1280,10,Card,No
702724,2024-03-20,C101984,Islamabad,Online,Shoes,Loafers,1,5180,3100,0,COD,No
702736,2024-05-28,C101525,Lahore,Online,Shoes,Boots,2,6280,3910,15,Bank Transfer,No
700263,2024-07-20,C100647,Islamabad,Online,Accessories,Sunglasses,1,2180,1150,15,Bank Transfer,No
700156,2024-02-08,C100241,Faisalabad,Store,Kurtas,Festive Kurta,1,4380,2360,0,Wallet,No
704707,2025-05-31,C101350,Faisalabad,Online,Jeans,Slim Fit Jeans,1,3450,1650,0,Card,No
704426,2024-06-15,C101413,Sialkot,Store,Jeans,High-Waist Jeans,2,4150,2630,0,Card,No
700511,2024-05-24,C101945,Peshawar,Online,T-Shirts,Polo Shirt,1,2180,1400,15,Bank Transfer,No
705058,2024-01-27,C101817,Karachi,Online,Jeans,Ripped Jeans,2,3690,1740,0,Wallet,No
704472,2023-10-04,C100509,Lahore,Online,Accessories,Baseball Cap,1,970,560,0,COD,No
703044,2024-09-03,C100012,Rawalpindi,Online,Dresses,Wrap Dress,2,4160,2290,0,COD,No
702978,2024-06-20,C101653,Lahore,Online,Jeans,High-Waist Jeans,1,4090,2550,15,COD,No
703739,2023-07-01,C101597,Lahore,Store,Dresses,Maxi Dress,2,4780,3050,0,Bank Transfer,No
701597,2023-07-07,C100024,Faisalabad,Online,Jeans,Straight Leg Jeans,2,3210,1510,0,COD,No
704566,2023-11-20,C101250,Lahore,Online,Jackets,Hooded Jacket,1,4960,2920,25,COD,No
704147,2024-01-13,C102085,Karachi,Online,Jeans,Slim Fit Jeans,3,3610,1880,0,COD,No
700760,2023-07-21,C101993,Lahore,Online,T-Shirts,Polo Shirt,1,2210,1170,0,COD,Yes
703953,2024-02-27,C102007,Lahore,Online,Dresses,Wrap Dress,2,4190,2650,15,,No
703900,2024-01-12,C102167,Karachi,Store,Jackets,Hooded Jacket,2,4830,3020,0,COD,No
702827,2023-09-22,C101999,Islamabad,Store,Dresses,Wrap Dress,1,4000,2440,0,COD,No
700717,2023-10-24,C100928,Islamabad,Online,Accessories,Sunglasses,2,2110,990,0,Card,No
703546,2025-06-21,C101634,SIALKOT,Online,Dresses,Wrap Dress,2,3870,2270,0,COD,No
705004,2024-08-21,C100150,Multan,Online,Shoes,Boots,2,6350,3430,0,Card,No
701859,2023-08-07,C102116,Karachi,Store,Shoes,Sandals,1,2840,1660,0,Wallet,No
701109,2024-09-19,C100329,Karachi,Online,T-Shirts,Oversized Tee,1,1780,990,10,Card,No
704826,2025-02-15,C101588,Karachi,Online,Shoes,Sneakers,3,4790,2660,0,COD,No
702424,2025-01-15,C101275,Karachi,Online,Jeans,Slim Fit Jeans,1,3680,2190,0,Wallet,No
702503,2024-12-02,C101999,,Online,Jackets,Denim Jacket,1,5760,2920,10,COD,Yes
701761,2024-02-02,C102011,KARACHI,Online,Jackets,Hooded Jacket,2,4620,2990,0,Card,No
703938,2025-02-20,C100863,Islamabad,Store,Dresses,Summer Floral Dress,1,3300,1730,0,COD,No
703137,2025-01-01,C101500,Rawalpindi,Online,Shoes,Sneakers,1,4320,2160,10,Card,No
700155,2023-07-11,C100612,Sialkot,Store,Accessories,Sunglasses,1,2100,1130,15,Wallet,No
703621,2025-01-09,C101517,Sialkot,Online,Jackets,Puffer Jacket,2,6750,3380,0,COD,Yes
701709,2023-12-10,C102042,Islamabad,Store,Jeans,Slim Fit Jeans,1,3430,1580,0,COD,No
704487,2023-11-02,C100181,Peshawar,Online,Dresses,Summer Floral Dress,1,3440,1890,30,COD,No
703356,2024-12-16,C102011,Karachi,Store,Shoes,Loafers,2,5610,3370,0,COD,No
704960,2025-02-16,C101473,Karachi,Online,Jackets,Puffer Jacket,1,6680,4230,0,COD,No
703158,2023-10-06,C101615,Lahore,Online,Jackets,Denim Jacket,3,5290,2760,15,Card,No
701882,2023-12-27,C100571,Multan,Store,Jackets,Puffer Jacket,1,6690,3620,15,COD,No
700426,2024-01-10,C101415,,Store,Jackets,Bomber Jacket,2,5390,2460,0,Card,No
700965,2025-02-19,C102142,Faisalabad,Store,kurtas,Embroidered Kurta,2,2680,1330,15,Bank Transfer,No
705137,2024-08-22,C101390,Peshawar,Online,Shoes,Sandals,1,2660,1480,0,Card,No
703710,2024-09-23,C100210,Rawalpindi,Online,Jeans,Ripped Jeans,2,3990,1860,0,COD,Yes
703095,2024-03-10,C101836,Lahore,Online,Shoes,Boots,2,6890,3250,0,COD,No
704559,2024-06-01,C101865,Multan,Store,Kurtas,Cotton Kurta,2,1990,1040,0,Card,No
702814,2024-07-04,C100160,Lahore,Online,Kurtas,Cotton Kurta,1,1870,1210,0,COD,No
704746,2025-02-17,C101765,Lahore,Store,Accessories,Tote Bag,3,1580,930,0,Card,Yes
701178,2024-09-01,C100848,Lahore,Online,Shoes,Sandals,1,2790,1480,0,Wallet,No
705087,2024-10-13,C100949,Karachi,Store,Jackets,Bomber Jacket  ,2,5190,2370,0,COD,No
704421,2024-08-04,C100652,Rawalpindi,Store,Accessories,Tote Bag,3,1720,860,0,Wallet,No
701948,2025-01-25,C101923,Karachi,Online,Jackets,Hooded Jacket,1,4730,2710,0,COD,No
700733,2023-07-12,C101717,Islamabad,Store,Jeans,Straight Leg Jeans,3,3290,1960,0,COD,No
700566,2024-12-09,C101979,Lahore,Store,Jackets,Bomber Jacket,2,5380,2930,20,COD,No
703072,2025-05-24,C100380,Islamabad,Store,Dresses,Maxi Dress,1,4850,2320,0,COD,No
704782,2024-11-18,C101314,Lahore,Store,Kurtas,Embroidered Kurta,2,2720,1660,15,COD,No
701218,2024-02-05,C101011,Islamabad,Online,Dresses,Summer Floral Dress,3,3210,1840,0,COD,Yes
700756,2024-12-26,C100676,Peshawar,Online,Jeans,Ripped Jeans,1,4010,2060,0,Card,No
704666,2024-02-28,C100289,Lahore,Store,Shoes,Boots,1,6630,4130,10,Wallet,No
704765,2025-01-03,C101669,Multan,Online,T-Shirts,Classic Cotton Tee,1,1200,680,0,Wallet,Yes
701495,2024-05-31,C101753,Faisalabad,Online,Dresses,Maxi Dress,3,4510,2680,0,COD,No
701292,2024-05-21,C100648,Rawalpindi,Store,T-Shirts,Polo Shirt,1,2230,1040,10,COD,No
700745,2024-05-17,C100194,Lahore,Store,Jeans,Slim Fit Jeans,2,3720,2410,0,Card,No
705169,2025-01-03,C101946,Lahore,Store,Accessories,Tote Bag,1,1530,910,0,COD,No
701581,2024-07-27,C101409,Rawalpindi,Online,Shoes,Loafers,1,5540,3510,0,COD,Yes
702936,2024-04-16,C102072,Karachi,Store,Kurtas,Festive Kurta,2,4480,2110,10,COD,No
701927,2025-04-04,C100824,Multan,Online,Accessories,Baseball Cap,2,950,540,0,Bank Transfer,No
701231,2024-08-18,C101291,Rawalpindi,Online,Dresses,Bodycon Dress,1,3810,2420,0,Wallet,No
700402,2024-04-03,C101540,Multan,Online,Kurtas,Festive Kurta,1,4230,2650,0,Bank Transfer,Yes
701959,2024-01-27,C101636,Karachi,Online,Jackets,Puffer Jacket,1,6770,4060,0,COD,Yes
700823,2025-06-24,C101929,Karachi,Online,Dresses,Bodycon Dress,2,3980,2580,10,Card,No
700192,2025-02-07,C101243,Lahore,Store,Accessories,Leather Belt,1,1150,650,0,COD,No
704659,2024-06-12,C101112,Islamabad,Store,Dresses,Summer Floral Dress,1,3060,1790,0,COD,No
702175,2024-03-08,C101554,Lahore,Online,Dresses,Bodycon Dress,2,3960,2400,0,Wallet,No
702225,2023-07-16,C100067,,Online,Dresses,Summer Floral Dress,2,3170,1890,0,Card,No
701233,2024-04-23,C100436,Lahore,Online,T-Shirts,Polo Shirt,1,2290,1040,10,COD,No
703935,2024-06-03,C101327,Islamabad,Online,T-Shirts,Classic Cotton Tee,2,1280,820,10,Bank Transfer,No
703775,2023-10-15,C102083,Lahore,Online,Kurtas,Festive Kurta,1,4490,2520,0,Card,Yes
705116,2023-11-06,C100222,Rawalpindi,Store,Jackets,Hooded Jacket,2,4920,2690,20,COD,No
702021,2024-11-14,C101446,Peshawar,Online,Jackets,Denim Jacket,1,5620,3460,15,Bank Transfer,No
700667,2024-01-24,C102187,Islamabad,Store,Jackets,Denim Jacket,3,5820,2750,0,COD,No
705080,2024-08-10,C100241,Faisalabad,Store,Kurtas,Printed Kurta,1,2350,1170,0,COD,No
700006,2025-06-18,C101469,Lahore,Online,T-Shirts,Classic Cotton Tee,2,1290,810,0,Card,No
703334,2025-06-21,C100567,Lahore,Store,T-Shirts,Oversized Tee,1,1840,950,0,COD,No
701435,2023-10-05,C101610,Lahore,Online,Jackets,Bomber Jacket,1,5470,3160,0,COD,No
702605,2024-10-08,C101492,Rawalpindi,Online,Jeans,Straight Leg Jeans,2,3340,2010,15,COD,No
704235,2025-04-22,C100942,Lahore,Store,Jeans,Straight Leg Jeans,1,3300,1580,0,COD,No
702127,2023-12-21,C100972,Lahore,Store,Jeans,Straight Leg Jeans,1,3390,1900,0,COD,No
701972,2024-08-11,C100048,Rawalpindi,Online,Dresses,Maxi Dress,1,4670,2190,15,Card,Yes
701121,2023-09-19,C101069,Karachi,Store,Jackets,Denim Jacket,2,5290,2500,0,Wallet,No
701545,2024-08-08,C100241,Faisalabad,Online,T-Shirts,Polo Shirt,1,2200,1300,0,Card,Yes
703240,2024-07-24,C100150,Multan,Online,Accessories,Leather Belt,1,1280,820,0,COD,No
701211,2023-07-05,C100662,Lahore,Online,Shoes,Boots,2,6240,2960,0,Wallet,No
702716,2024-04-21,C100049,Lahore,Online,Kurtas,Printed Kurta,2,2410,1470,0,COD,No
700722,2023-07-03,C100062,Islamabad,Store,Kurtas,Printed Kurta,1,2460,1450,0,Card,No
703217,2024-12-15,C101189,Rawalpindi,Online,T-Shirts,Oversized Tee,1,1750,1040,10,COD,No
702247,2025-02-05,C101210,Faisalabad,Online,jackets,Hooded Jacket,2,5120,2780,0,Wallet,No
703618,2024-01-28,C100583,Karachi,Store,Dresses,Summer Floral Dress,2,3190,1880,0,Wallet,No
702667,2024-01-07,C100010,Karachi,Online,Accessories,Sunglasses,1,2220,1130,0,Card,No
704125,2023-11-21,C100010,Karachi,Online,Jackets,Bomber Jacket,1,5290,3270,20,Bank Transfer,No
704706,2024-03-23,C100727,Lahore,Online,Kurtas,Printed Kurta,1,2350,1300,0,Wallet,No
705091,2023-07-28,C100340,Lahore,Online,Accessories,Leather Belt,1,1150,690,0,Card,No
700605,2023-12-24,C100373,Karachi,Online,Jackets,Bomber Jacket,2,5450,3470,0,Card,No
702391,2025-05-19,C101017,Multan,Online,Shoes,Sandals,1,3000,1460,0,Card,No
703434,2023-09-02,C100870,Faisalabad,Online,Jeans,High-Waist Jeans,1,4080,2510,0,Card,No
702564,2025-01-05,C102151,Lahore,Store,Jeans,High-Waist Jeans,1,4170,2300,0,Wallet,No
703352,2024-01-06,C101540,Multan,Online,Shoes,Sandals,2,2690,1700,15,Card,No
700308,2024-02-25,C100481,Lahore,Store,Jeans,Ripped Jeans,2,3760,2440,0,COD,No
704605,2025-02-10,C101873,Sialkot,Store,Jeans,Straight Leg Jeans,2,3230,2090,0,Wallet,No
704448,2023-10-18,C100633,,Store,Jackets,Bomber Jacket,1,4950,2870,0,Card,No
700602,2024-08-12,C100450,Lahore,Store,Dresses,Maxi Dress,1,4390,2150,0,Card,Yes
702267,2025-02-01,C100212,Lahore,Online,Jackets,Hooded Jacket,3,4660,2160,0,Card,No
701179,2025-05-31,C100743,Lahore,Online,Accessories,Baseball Cap,2,940,470,15,Card,No
705035,2024-02-25,C101850,Lahore,Store,Shoes,Sneakers,1,4400,2760,0,Bank Transfer,No
701732,2024-08-12,C101093,Lahore,Online,Shoes,Boots,1,6850,3560,0,COD,No
704453,2023-12-22,C100080,Rawalpindi,Online,Kurtas,Festive Kurta,1,4210,2380,0,Card,No
702276,2023-07-15,C100245,Multan,Store,Accessories,Tote Bag,2,1680,860,0,COD,No
703218,2025-01-31,C101796,Islamabad,Online,Jeans,Ripped Jeans,1,3860,1770,0,COD,No
700762,2023-11-22,C101608,Karachi,Online,T-Shirts,Oversized Tee,1,1940,910,10,COD,No
705106,2024-03-31,C100492,Rawalpindi,Online,Dresses,Maxi Dress,1,4400,2350,0,COD,No
702550,2023-10-22,C100996,Islamabad,Store,Dresses,Wrap Dress,3,3850,1840,0,Card,No
701541,2024-10-20,C101591,Lahore,Online,T-Shirts,Classic Cotton Tee,1,1190,670,0,Card,No
703572,2024-02-21,C101304,Multan,Store,accessories,Tote Bag,1,1530,760,0,COD,No
702095,2024-09-03,C100164,Islamabad,Store,Kurtas,Printed Kurta  ,3,2400,1080,15,COD,Yes
701621,2024-03-05,C100678,Lahore,Online,Accessories,Sunglasses,1,2320,1460,0,Card,No
703914,2024-06-28,C101719,Multan,Online,Shoes,Sneakers,1,4360,2330,0,COD,No
704948,2025-02-22,C100006,Faisalabad,Online,Shoes,Sandals,3,2850,1680,0,Bank Transfer,No
704943,2023-11-01,C102151,Lahore,Store,T-Shirts,Classic Cotton Tee,1,1180,710,30,Card,No
702334,2024-11-28,C101002,Lahore,Store,Jackets,Bomber Jacket,2,5240,2840,30,,No
702624,2024-02-09,C101753,Faisalabad,Store,Accessories,Tote Bag,2,1550,800,0,COD,No
702888,2024-06-27,C100212,Lahore,Online,Kurtas,Cotton Kurta,1,2030,1100,0,Wallet,No
705064,2024-03-05,C100759,Karachi,Store,Kurtas,Festive Kurta,2,4480,2550,0,Wallet,No
704564,2024-11-16,C101019,Karachi,Online,Jeans,Slim Fit Jeans,-2,3430,1700,15,Card,No
700868,2025-02-14,C101962,Islamabad,Store,Jackets,Puffer Jacket,1,6740,3820,15,COD,No
704346,2024-01-30,C100330,Faisalabad,Online,Jackets,Denim Jacket,1,5230,3370,0,Wallet,No
702043,2024-02-11,C101072,Karachi,Store,Accessories,Sunglasses,1,2120,1000,10,,No
703418,2025-06-24,C100553,Peshawar,Store,Dresses,Wrap Dress,1,3880,1830,0,Card,No
701888,2025-06-16,C101742,Lahore,Online,Shoes,Sneakers,1,4600,2870,0,Wallet,No
702793,2025-06-13,C100078,Islamabad,Store,Jeans,Ripped Jeans,1,3730,1960,10,COD,No
702762,2025-01-06,C100888,Lahore,Online,Jackets,Puffer Jacket,2,6700,3830,0,Wallet,No
704252,2024-08-03,C100950,Islamabad,Online,Jeans,High-Waist Jeans,1,4200,2730,0,Bank Transfer,No
705159,2023-07-29,C101661,Islamabad,Online,Shoes,Loafers,1,5450,2480,0,COD,No
705151,2025-05-28,C101652,Lahore,Store,Dresses,Bodycon Dress,2,3880,1840,0,Bank Transfer,Yes
702114,2023-12-20,C101448,Islamabad,Online,Accessories,Sunglasses,1,2300,1160,0,COD,No
700195,2023-10-14,C100616,Faisalabad,Online,Jackets,Denim Jacket,3,5400,3300,0,Card,No
702712,2024-04-22,C101178,Lahore,Store,Dresses,Summer Floral Dress,3,3270,2030,0,COD,No
701472,2024-05-15,C101834,Lahore,Online,Kurtas,Cotton Kurta,1,2010,1070,20,COD,No
700076,2023-10-24,C100392,Islamabad,Store,Jackets,Hooded Jacket,3,4730,2190,0,Card,No
703983,2024-06-15,C101161,Rawalpindi,Store,T-Shirts,Classic Cotton Tee,2,1190,710,10,Bank Transfer,No
704301,2024-08-01,C101761,Lahore,Online,Jeans,Ripped Jeans,1,3750,1930,0,Card,No
702628,2024-12-30,C101162,Multan,Online,Jackets,Hooded Jacket,3,4980,2350,20,Bank Transfer,No
701992,2025-05-16,C100828,Multan,Store,Jeans,Straight Leg Jeans,3,3110,1720,0,Card,No
701141,2024-04-18,C100124,Lahore,Store,T-Shirts,Classic Cotton Tee,1,1140,660,0,Wallet,No
703373,2023-11-03,C102051,Lahore,Store,Accessories,Tote Bag,1,1650,810,20,Card,No
700501,2023-07-08,C100323,Islamabad,Store,jeans,High-Waist Jeans,1,4130,2380,0,COD,No
701168,2024-03-24,C100100,Peshawar,Store,Dresses,Bodycon Dress,2,3780,1750,0,COD,Yes
701020,2023-12-18,C100257,Lahore,Online,Jeans,Straight Leg Jeans,1,3250,1510,20,COD,No
703260,2023-07-30,C101250,Lahore,Online,Shoes,Sandals,1,2700,1300,10,COD,Yes
702468,2025-05-08,C100151,Peshawar,Store,Kurtas,Printed Kurta,1,2310,1260,15,COD,No
701128,2025-01-12,C100597,Islamabad,Online,Shoes,Sneakers,2,4430,2410,0,Card,No
701685,2024-11-04,C100712,Faisalabad,Online,T-Shirts,Graphic Print Tee,3,1560,750,10,COD,No
700085,2025-02-14,C101886,Lahore,Online,Jeans,Straight Leg Jeans,1,3050,1850,10,COD,No
701546,2025-06-10,C100043,Karachi,Store,Jeans,Ripped Jeans,1,3710,2260,10,Card,No
704224,2025-06-26,C101235,Lahore,Online,Dresses,Bodycon Dress,2,4060,2610,0,COD,No
700058,2025-04-14,C100644,Islamabad,Store,Accessories,Tote Bag,1,1660,1060,0,Card,No
701132,2023-12-24,C100270,Lahore,Online,Jeans,Slim Fit Jeans,2,3690,1690,0,Card,No
700261,2025-06-10,C101111,Karachi,Online,T-Shirts,Polo Shirt,1,2180,1400,0,Card,No
700725,2024-07-05,C100873,Karachi,Online,T-Shirts,Oversized Tee,2,1730,830,0,COD,No
705143,2025-06-08,C102119,Lahore,Store,Jeans,Straight Leg Jeans,1,3150,1850,0,Card,No
700376,2023-09-26,C101364,Karachi,Online,Dresses,Maxi Dress,1,4500,2370,0,Card,No
701142,2025-05-05,C101225,Peshawar,Store,Dresses,Bodycon Dress,1,3730,2100,0,Wallet,No
704268,2024-03-08,C100423,Lahore,Online,T-Shirts,Polo Shirt,1,2250,1270,0,COD,No
701726,2023-09-29,C101390,Peshawar,Online,Shoes,Boots,1,6430,3730,10,COD,No
700876,2025-05-08,C101528,Lahore,Online,TSHIRTS,Graphic Print Tee,2,1530,710,10,Card,Yes
704376,2024-10-13,C100763,Lahore,Store,Dresses,Summer Floral Dress,3,3270,1570,10,Card,No
703229,2024-07-29,C101962,Islamabad,Store,T-Shirts,Polo Shirt,1,2290,1480,0,Card,Yes
704969,2024-11-04,C101955,Sialkot,Store,Kurtas,Embroidered Kurta,3,2710,1720,0,Card,No
701007,2025-06-17,C100059,Lahore,Store,Accessories,Tote Bag,1,1630,840,15,COD,No
702706,2023-07-30,C100787,Karachi,Online,Kurtas,Embroidered Kurta,1,2880,1520,0,Bank Transfer,No
704541,2023-10-17,C100287,Karachi,Store,Dresses,Summer Floral Dress,1,3430,1990,0,Wallet,No
702988,2025-01-13,C100746,Karachi,Online,T-Shirts,Polo Shirt,2,2370,1110,0,Wallet,No
702216,2023-07-10,C102118,Lahore,Store,Dresses,Bodycon Dress,1,3960,2000,0,Card,No
703070,2024-02-25,C102099,Lahore,Store,Kurtas,Printed Kurta,1,2530,1250,0,Wallet,No
703801,2024-10-01,C100226,Lahore,Online,Kurtas,Printed Kurta,1,2310,1380,0,COD,No
705187,2025-04-18,C102063,Lahore,Store,Kurtas,Printed Kurta,3,2550,1360,15,Card,No
702343,2024-07-01,C102030,Lahore,Store,Accessories,Sunglasses,1,2130,1010,0,COD,No
701892,2023-09-15,C100910,Faisalabad,Store,Shoes,Boots,2,6200,3430,0,Card,No
704029,2025-04-10,C100151,Peshawar,Online,Jeans,Straight Leg Jeans,2,3300,2140,10,Wallet,No
704713,2024-06-17,C101037,,Store,Shoes,Loafers,1,5370,3080,0,COD,No
700364,2024-02-23,C101344,Sialkot,Store,Jeans,Straight Leg Jeans,3,3380,2060,0,Bank Transfer,No
700986,2024-06-01,C101217,Islamabad,Online,T-Shirts,Polo Shirt,1,2230,1420,15,COD,Yes
704817,2024-10-15,C101018,Lahore,Online,Dresses,Wrap Dress,1,4070,2030,10,Card,Yes
702652,2025-06-26,C102008,Lahore,Online,Jackets,Puffer Jacket,1,7120,4230,0,Card,No
703774,2023-12-12,C101162,Multan,Store,Jackets,Puffer Jacket,1,7080,4060,15,COD,No
700696,2024-02-01,C100048,Rawalpindi,Online,Accessories,Baseball Cap,1,940,510,15,Wallet,No
704181,2024-07-13,C100926,Lahore,Online,jackets,Denim Jacket,1,5320,2750,0,COD,No
700337,2025-03-18,C100256,Faisalabad,Store,Accessories,Tote Bag,3,1570,940,0,Card,Yes
701392,2025-01-10,C100027,Lahore,Store,Jeans,Straight Leg Jeans,1,3450,1630,10,Card,No
702348,2023-08-31,C100782,Karachi,Online,Jackets,Denim Jacket,2,5480,3330,0,Card,No
703145,2025-02-19,C102096,Lahore,Store,Jeans,Ripped Jeans,1,3910,1910,0,Wallet,No
704551,2025-05-13,C101766,,Online,Kurtas,Festive Kurta,1,4020,2400,15,Bank Transfer,No
704670,2024-05-30,C102097,Karachi,Online,Jeans,Ripped Jeans,1,3990,2500,0,Card,No
703338,2024-01-06,C100134,Islamabad,Store,Jackets,Puffer Jacket,2,6500,3280,15,COD,Yes
701849,2024-01-20,C101379,Karachi,Store,Jeans,Straight Leg Jeans,1,3390,1790,10,Card,No
703225,2024-01-20,C101438,Peshawar,Online,Jeans,High-Waist Jeans,1,4210,1980,10,COD,Yes
703308,2024-12-26,C100300,faisalabad,Store,Shoes,Boots,2,6280,3740,15,COD,Yes
704921,2025-05-11,C100704,Karachi,Online,T-Shirts,Oversized Tee,2,1720,880,0,COD,No
702463,2024-04-06,C100179,Faisalabad,Online,Kurtas,Festive Kurta,1,4460,2320,15,COD,No
704992,2024-06-19,C102091,Multan,Store,Accessories,Tote Bag,2,1690,1010,0,COD,No
702108,2024-02-23,C101652,Lahore,Online,Accessories,Sunglasses,2,2230,1190,10,Card,No
703915,2024-08-18,C101799,Islamabad,Store,Jeans,Ripped Jeans,3,3870,2340,0,Card,No
704868,2024-09-15,C102152,Faisalabad,Store,Jeans,Ripped Jeans,2,3850,2150,15,Wallet,No
703460,2024-10-20,C101313,Lahore,Store,Jeans,Slim Fit Jeans,3,3470,1910,0,Bank Transfer,No
702467,2023-12-28,C101759,Peshawar,Online,Kurtas,Embroidered Kurta,1,2940,1670,10,Bank Transfer,No
701310,2025-05-08,C100302,Islamabad,Online,Jeans,Slim Fit Jeans,1,3590,2170,10,Card,No
702965,2023-12-14,C100425,Faisalabad,Store,Dresses,Maxi Dress,1,4490,2890,25,Bank Transfer,No
701117,2024-07-18,C100469,Islamabad,Store,Jackets,Denim Jacket,2,5720,3230,10,Card,No
700011,2023-09-07,C100863,Islamabad,Store,Dresses,Bodycon Dress,1,3910,2250,0,Bank Transfer,No
704338,2023-11-14,C100249,Karachi,Online,Shoes,Loafers,1,5480,3390,25,Wallet,No
705102,2025-05-12,C100701,Karachi,Online,Dresses,Bodycon Dress,1,3860,1900,10,Wallet,No
701770,2025-01-04,C100563,,Store,Jackets,Denim Jacket,2,5590,2800,0,Bank Transfer,No
701317,2023-11-16,C101700,Peshawar,Online,Jeans,High-Waist Jeans,3,4240,1930,25,Card,No
700268,2025-01-14,C101731,Lahore,Store,Accessories,Sunglasses,1,2110,1230,0,COD,No
700575,2023-12-31,C100181,Peshawar,Online,T-Shirts,Oversized Tee,1,1860,1050,25,Bank Transfer,No
703900,2024-01-12,C102167,Karachi,Store,Kurtas,Embroidered Kurta,1,2990,1450,0,COD,No
701601,2024-07-30,C100869,Lahore,Online,Kurtas,Cotton Kurta,2,1830,960,10,Card,No
701090,2023-12-25,C102096,Lahore,Store,Jackets,Bomber Jacket,1,5570,2900,20,Wallet,No
703795,2024-05-23,C100968,Islamabad,Online,Jeans,High-Waist Jeans,1,4530,2740,20,Card,No
703660,2024-10-29,C101002,Lahore,Store,Accessories,Tote Bag,1,1720,1060,0,Card,No
701653,2024-10-31,C100541,Islamabad,Online,Jeans,Ripped Jeans,2,3990,2380,0,COD,Yes
702533,2023-12-23,C100962,Lahore,Store,T-Shirts,Polo Shirt,1,2180,1330,0,Card,No
703092,2023-07-14,C101448,Islamabad,Store,Kurtas,Festive Kurta,3,4410,2590,10,COD,No
704082,2023-09-05,C101039,Lahore,Online,Kurtas,Cotton Kurta,2,1940,1150,0,COD,No
700068,2023-12-20,C101720,Lahore,Online,Dresses,Maxi Dress,1,4660,2510,10,Card,No
702700,2025-06-29,C101755,Islamabad,Online,Accessories,Tote Bag,1,1630,1050,0,COD,No
701113,2023-07-25,C101297,lahore,Store,Kurtas,Festive Kurta,1,4110,1860,0,COD,Yes
702636,2025-03-06,C100772,Islamabad,Store,Dresses,Wrap Dress,1,4150,2100,0,COD,Yes
701489,2023-09-08,C102160,Karachi,Store,Accessories,Sunglasses,3,2270,1090,0,COD,No
700529,2024-08-03,C101995,Faisalabad,Online,Accessories,Sunglasses,1,2300,1260,0,Wallet,No
