order_id,order_date,customer_id,customer_city,channel,category,product_name,quantity,unit_price,unit_cost,discount_pct,payment_method,returned,revenue,profit,order_year,order_month
700586,2024-09-19,C100198,Lahore,Online,T-Shirts,Oversized Tee,2,1760,990,15,COD,No,2992.0,1012.0,2024,2024-09
704165,2023-09-02,C102187,Islamabad,Online,Accessories,Baseball Cap,3,890,430,0,COD,No,2670.0,1380.0,2023,2023-09
700805,2023-08-10,C100408,Lahore,Store,Accessories,Baseball Cap,1,910,490,0,Bank Transfer,No,910.0,420.0,2023,2023-08
703295,2024-02-08,C101881,Islamabad,Store,Dresses,Bodycon Dress,3,3810,2290,0,COD,Yes,11430.0,4560.0,2024,2024-02
702398,2025-03-07,C100469,Islamabad,Online,Dresses,Wrap Dress,2,4280,2760,0,Card,No,8560.0,3040.0,2025,2025-03
701356,2025-06-22,C102141,Karachi,Online,Accessories,Sunglasses,1,2340,1260,0,Wallet,No,2340.0,1080.0,2025,2025-06
700173,2025-05-15,C100860,Faisalabad,Online,Accessories,Leather Belt,1,1220,740,0,Card,No,1220.0,480.0,2025,2025-05
701620,2024-04-23,C101417,Islamabad,Online,Accessories,Leather Belt,2,1250,720,0,Wallet,No,2500.0,1060.0,2024,2024-04
700254,2025-05-05,C101355,Lahore,Store,Kurtas,Printed Kurta,3,2500,1550,0,COD,No,7500.0,2850.0,2025,2025-05
702553,2024-08-15,C101211,Multan,Online,Kurtas,Embroidered Kurta,2,2800,1770,0,COD,No,5600.0,2060.0,2024,2024-08
702392,2024-04-07,C100105,Rawalpindi,Online,Accessories,Baseball Cap,2,870,450,0,Card,No,1740.0,840.0,2024,2024-04
700158,2024-01-15,C100804,Lahore,Online,Jeans,High-Waist Jeans,1,4160,2630,0,COD,No,4160.0,1530.0,2024,2024-01
701430,2025-04-24,C100980,Sialkot,Store,Jackets,Denim Jacket,3,5450,2830,0,COD,No,16350.0,7860.0,2025,2025-04
701638,2024-07-14,C101467,Lahore,Online,Shoes,Sandals,1,2750,1690,0,COD,No,2750.0,1060.0,2024,2024-07
703352,2024-01-06,C101540,Multan,Online,Jeans,Slim Fit Jeans,1,3400,1720,0,Card,No,3400.0,1680.0,2024,2024-01
700083,2023-10-10,C100665,Rawalpindi,Online,Kurtas,Festive Kurta,1,4190,2460,0,Card,No,4190.0,1730.0,2023,2023-10
701899,2024-05-15,C101990,Lahore,Online,T-Shirts,Polo Shirt,2,2190,1270,0,COD,No,4380.0,1840.0,2024,2024-05
702700,2025-06-29,C101755,Islamabad,Online,Dresses,Wrap Dress,1,4140,2650,0,COD,No,4140.0,1490.0,2025,2025-06
700655,2024-03-15,C101461,Islamabad,Store,Kurtas,Cotton Kurta,3,1830,1170,0,COD,No,5490.0,1980.0,2024,2024-03
700350,2024-07-22,C100428,Lahore,Online,T-Shirts,Classic Cotton Tee,2,1270,790,0,Card,No,2540.0,960.0,2024,2024-07
702953,2023-11-16,C101995,Faisalabad,Online,Shoes,Sneakers,2,4480,2570,15,Card,Yes,7616.0,2476.0,2023,2023-11
703139,2024-11-22,C100938,Peshawar,Online,T-Shirts,Graphic Print Tee,1,1570,720,15,Card,No,1334.5,614.5,2024,2024-11
700386,2024-06-13,C100470,Karachi,Online,Kurtas,Embroidered Kurta,1,3000,1450,0,Wallet,No,3000.0,1550.0,2024,2024-06
700467,2024-08-26,C101504,Faisalabad,Online,T-Shirts,Oversized Tee,2,1930,1220,0,COD,No,3860.0,1420.0,2024,2024-08
703484,2024-03-26,C100371,Karachi,Online,Dresses,Maxi Dress,1,4500,2900,0,Card,No,4500.0,1600.0,2024,2024-03
704910,2023-12-14,C101845,Islamabad,Online,Kurtas,Printed Kurta,3,2510,1160,15,COD,No,6400.5,2920.5,2023,2023-12
700840,2023-07-17,C100490,Rawalpindi,Store,Accessories,Baseball Cap,1,910,570,0,COD,No,910.0,340.0,2023,2023-07
701731,2024-05-22,C100748,Faisalabad,Store,Shoes,Sneakers,3,4460,2090,0,COD,No,13380.0,7110.0,2024,2024-05
700949,2024-12-20,C101931,Islamabad,Store,Jackets,Puffer Jacket,2,7130,4540,15,COD,No,12121.0,3041.0,2024,2024-12
702177,2025-03-16,C101295,Karachi,Online,Jeans,Slim Fit Jeans,1,3580,1980,0,COD,Yes,3580.0,1600.0,2025,2025-03
703552,2024-11-23,C101817,Karachi,Online,Shoes,Sneakers,2,4490,2470,20,Card,No,7184.0,2244.0,2024,2024-11
700980,2023-08-20,C100128,Lahore,Store,Shoes,Loafers,2,5200,2420,0,Card,No,10400.0,5560.0,2023,2023-08
704000,2024-04-27,C101688,Islamabad,Online,Dresses,Bodycon Dress,1,3770,1830,15,COD,No,3204.5,1374.5,2024,2024-04
701234,2024-04-02,C100736,Lahore,Store,T-Shirts,Oversized Tee,3,1740,1060,0,COD,No,5220.0,2040.0,2024,2024-04
704886,2023-07-19,C101369,Karachi,Store,T-Shirts,Polo Shirt,2,2300,1270,0,COD,No,4600.0,2060.0,2023,2023-07
704609,2025-01-21,C100539,Multan,Online,Shoes,Boots,1,6990,4150,0,COD,No,6990.0,2840.0,2025,2025-01
700612,2025-06-04,C100877,Karachi,Online,Accessories,Baseball Cap,1,880,540,0,COD,No,880.0,340.0,2025,2025-06
704062,2023-11-20,C100308,Karachi,Store,Shoes,Sandals,2,2780,1610,10,Card,No,5004.0,1784.0,2023,2023-11
702892,2023-11-14,C100819,Karachi,Store,Jackets,Puffer Jacket,2,6680,3670,15,COD,Yes,11356.0,4016.0,2023,2023-11
702918,2024-03-18,C100021,Karachi,Online,Dresses,Summer Floral Dress,1,3430,1800,0,Wallet,No,3430.0,1630.0,2024,2024-03
702208,2024-11-10,C100902,Lahore,Store,Jeans,Straight Leg Jeans,1,3350,1630,20,COD,No,2680.0,1050.0,2024,2024-11
705152,2025-04-25,C100124,Lahore,Store,Kurtas,Printed Kurta,2,2360,1200,10,Wallet,No,4248.0,1848.0,2025,2025-04
701806,2024-01-18,C100009,Karachi,Online,T-Shirts,Oversized Tee,1,1710,980,0,COD,No,1710.0,730.0,2024,2024-01
704330,2024-03-21,C101596,Lahore,Online,Shoes,Sandals,2,2990,1850,0,COD,No,5980.0,2280.0,2024,2024-03
701075,2024-01-23,C101883,Faisalabad,Online,Shoes,Boots,3,6320,3920,0,COD,No,18960.0,7200.0,2024,2024-01
702995,2023-12-24,C101797,Karachi,Online,T-Shirts,Graphic Print Tee,1,1520,860,15,Card,No,1292.0,432.0,2023,2023-12
701001,2025-05-20,C101246,Islamabad,Store,Shoes,Sandals,2,2780,1800,15,Card,No,4726.0,1126.0,2025,2025-05
701199,2023-07-29,C100227,Islamabad,Online,T-Shirts,Polo Shirt,1,2330,1380,0,Wallet,No,2330.0,950.0,2023,2023-07
702688,2023-10-02,C101836,Lahore,Online,Dresses,Bodycon Dress,2,4080,2130,0,COD,No,8160.0,3900.0,2023,2023-10
701315,2024-07-11,C101679,Islamabad,Online,Shoes,Sneakers,1,4760,2390,0,Card,No,4760.0,2370.0,2024,2024-07
700248,2023-07-13,C100005,Sialkot,Store,Kurtas,Festive Kurta,2,4390,2610,0,COD,No,8780.0,3560.0,2023,2023-07
704835,2024-07-14,C101947,Peshawar,Online,Shoes,Boots,1,6210,3320,0,COD,Yes,6210.0,2890.0,2024,2024-07
702364,2023-12-26,C101925,Lahore,Online,T-Shirts,Graphic Print Tee,1,1610,1040,10,Wallet,No,1449.0,409.0,2023,2023-12
703492,2024-04-14,C100427,Multan,Online,T-Shirts,Classic Cotton Tee,1,1200,730,20,Wallet,No,960.0,230.0,2024,2024-04
703006,2023-09-03,C101747,Islamabad,Store,Shoes,Boots,1,6890,3550,15,Wallet,No,5856.5,2306.5,2023,2023-09
702086,2024-06-13,C101562,Peshawar,Store,Jeans,High-Waist Jeans,1,4060,2130,0,Wallet,No,4060.0,1930.0,2024,2024-06
702125,2025-02-13,C101135,Karachi,Store,Accessories,Baseball Cap,1,940,540,10,Card,No,846.0,306.0,2025,2025-02
700019,2025-03-04,C101664,Peshawar,Store,Accessories,Tote Bag,2,1690,780,0,COD,No,3380.0,1820.0,2025,2025-03
700455,2024-10-24,C101075,Karachi,Store,Accessories,Tote Bag,2,1650,910,0,Card,No,3300.0,1480.0,2024,2024-10
702927,2025-05-27,C100850,Lahore,Online,Jeans,Slim Fit Jeans,3,3700,1700,0,Unknown,No,11100.0,6000.0,2025,2025-05
700755,2025-02-21,C100513,Karachi,Online,Jackets,Puffer Jacket,1,7290,4440,0,COD,No,7290.0,2850.0,2025,2025-02
704096,2024-04-19,C100860,Faisalabad,Store,T-Shirts,Oversized Tee,1,1740,820,15,COD,No,1479.0,659.0,2024,2024-04
704102,2023-08-27,C100222,Rawalpindi,Store,Accessories,Leather Belt,2,1280,660,15,Card,No,2176.0,856.0,2023,2023-08
702198,2024-01-08,C100491,Rawalpindi,Online,Accessories,Baseball Cap,1,900,500,10,Wallet,No,810.0,310.0,2024,2024-01
700637,2025-04-12,C101212,Islamabad,Online,Jackets,Bomber Jacket,2,5290,2520,20,COD,No,8464.0,3424.0,2025,2025-04
703899,2025-05-21,C102099,Lahore,Online,Shoes,Boots,1,6780,3400,0,COD,No,6780.0,3380.0,2025,2025-05
704905,2025-01-07,C100476,Karachi,Online,T-Shirts,Oversized Tee,2,1940,1000,10,Card,No,3492.0,1492.0,2025,2025-01
705147,2024-10-28,C102038,Islamabad,Online,Kurtas,Cotton Kurta,1,1840,830,0,Wallet,Yes,1840.0,1010.0,2024,2024-10
703242,2025-06-23,C101445,Islamabad,Online,Kurtas,Cotton Kurta,2,2040,1030,0,Wallet,No,4080.0,2020.0,2025,2025-06
700360,2023-12-31,C100472,Lahore,Online,Jackets,Hooded Jacket,2,4670,2300,0,COD,No,9340.0,4740.0,2023,2023-12
702070,2024-09-01,C100880,Karachi,Online,Jeans,High-Waist Jeans,2,4510,2880,0,COD,No,9020.0,3260.0,2024,2024-09
700117,2023-08-22,C100977,Karachi,Online,Kurtas,Printed Kurta,2,2590,1580,0,COD,No,5180.0,2020.0,2023,2023-08
704145,2025-06-29,C101939,Lahore,Store,Dresses,Maxi Dress,1,4570,2250,0,Card,No,4570.0,2320.0,2025,2025-06
701906,2024-05-19,C101001,Karachi,Online,Shoes,Sneakers,1,4630,2880,10,Card,No,4167.0,1287.0,2024,2024-05
703094,2024-12-10,C101260,Lahore,Online,Kurtas,Cotton Kurta,1,1990,1130,15,Card,No,1691.5,561.5,2024,2024-12
702783,2023-11-10,C101618,Sialkot,Online,Kurtas,Cotton Kurta,1,1940,1070,0,COD,No,1940.0,870.0,2023,2023-11
700371,2024-10-31,C100999,Karachi,Online,Kurtas,Printed Kurta,3,2430,1260,0,Wallet,No,7290.0,3510.0,2024,2024-10
700309,2025-02-16,C101915,Lahore,Online,Accessories,Tote Bag,1,1690,910,0,COD,No,1690.0,780.0,2025,2025-02
702230,2025-02-02,C100877,Karachi,Online,Jeans,Ripped Jeans,1,3650,2140,0,Card,No,3650.0,1510.0,2025,2025-02
701246,2025-02-16,C101410,Multan,Online,Jeans,Ripped Jeans,1,3740,2140,0,Bank Transfer,No,3740.0,1600.0,2025,2025-02
700907,2024-07-22,C101258,Islamabad,Online,Jackets,Denim Jacket,1,5890,2920,0,Card,No,5890.0,2970.0,2024,2024-07
703136,2024-04-04,C100241,Faisalabad,Online,Kurtas,Festive Kurta,1,4040,1860,15,Card,No,3434.0,1574.0,2024,2024-04
702619,2025-04-18,C101114,Sialkot,Store,Kurtas,Festive Kurta,1,4110,2080,10,Card,No,3699.0,1619.0,2025,2025-04
703278,2025-06-17,C101757,Sialkot,Online,Jeans,Straight Leg Jeans,1,3380,1840,10,Card,No,3042.0,1202.0,2025,2025-06
701543,2023-12-22,C100714,Faisalabad,Store,Jeans,High-Waist Jeans,1,4430,2110,10,Card,No,3987.0,1877.0,2023,2023-12
700846,2024-09-11,C102022,Lahore,Store,Kurtas,Printed Kurta,3,2450,1280,10,Card,No,6615.0,2775.0,2024,2024-09
700654,2024-04-26,C100200,Faisalabad,Online,Accessories,Baseball Cap,1,970,460,15,COD,No,824.5,364.5,2024,2024-04
701203,2024-10-17,C100087,Karachi,Store,Accessories,Baseball Cap,3,870,520,0,Card,No,2610.0,1050.0,2024,2024-10
701118,2025-05-14,C101811,Karachi,Store,Jeans,Ripped Jeans,2,3660,2020,20,Wallet,No,5856.0,1816.0,2025,2025-05
701269,2024-03-28,C102127,Karachi,Online,Jeans,Ripped Jeans,1,4000,1950,0,Card,No,4000.0,2050.0,2024,2024-03
701842,2024-12-13,C100723,Sialkot,Online,Accessories,Tote Bag,3,1520,910,20,Card,Yes,3648.0,918.0,2024,2024-12
702239,2025-01-05,C101916,Rawalpindi,Online,Jeans,Straight Leg Jeans,2,3070,1840,0,Unknown,No,6140.0,2460.0,2025,2025-01
702469,2024-06-23,C100321,Karachi,Online,Accessories,Sunglasses,1,2370,1510,0,Card,No,2370.0,860.0,2024,2024-06
700177,2023-07-12,C102183,Lahore,Online,Shoes,Boots,2,6500,3010,10,Bank Transfer,No,11700.0,5680.0,2023,2023-07
701333,2023-12-27,C100492,Rawalpindi,Online,Shoes,Sneakers,1,4650,2950,0,Wallet,Yes,4650.0,1700.0,2023,2023-12
703512,2023-11-10,C100639,Multan,Store,Kurtas,Festive Kurta,1,4290,2590,25,Card,No,3217.5,627.5,2023,2023-11
705016,2024-06-29,C101005,Karachi,Online,Dresses,Summer Floral Dress,1,3050,1870,0,Wallet,No,3050.0,1180.0,2024,2024-06
701336,2024-09-10,C101358,Rawalpindi,Online,Dresses,Bodycon Dress,1,3720,2310,15,COD,No,3162.0,852.0,2024,2024-09
701955,2024-04-26,C101979,Lahore,Online,Kurtas,Festive Kurta,2,4350,2010,20,COD,No,6960.0,2940.0,2024,2024-04
703442,2024-05-25,C101377,Multan,Store,T-Shirts,Oversized Tee,3,1730,780,0,COD,No,5190.0,2850.0,2024,2024-05
702382,2025-05-31,C101607,Karachi,Online,T-Shirts,Oversized Tee,2,1740,940,15,COD,No,2958.0,1078.0,2025,2025-05
702548,2023-07-14,C100529,Karachi,Store,Dresses,Wrap Dress,1,4270,2480,0,Wallet,No,4270.0,1790.0,2023,2023-07
704067,2025-06-11,C100021,Karachi,Store,T-Shirts,Polo Shirt,2,2330,1500,0,COD,No,4660.0,1660.0,2025,2025-06
702796,2025-03-23,C101313,Lahore,Store,Kurtas,Cotton Kurta,3,1810,820,0,COD,No,5430.0,2970.0,2025,2025-03
700302,2024-10-16,C101495,Islamabad,Online,Dresses,Bodycon Dress,3,3680,2160,0,Bank Transfer,No,11040.0,4560.0,2024,2024-10
704477,2024-02-20,C101525,Lahore,Online,Kurtas,Festive Kurta,2,4310,2310,0,COD,No,8620.0,4000.0,2024,2024-02
702259,2025-04-18,C100546,Karachi,Store,Accessories,Baseball Cap,3,910,420,20,COD,No,2184.0,924.0,2025,2025-04
704819,2024-11-17,C101369,Karachi,Store,Accessories,Tote Bag,2,1550,730,0,COD,No,3100.0,1640.0,2024,2024-11
700122,2023-09-05,C102095,Karachi,Store,Accessories,Tote Bag,1,1660,1030,0,COD,No,1660.0,630.0,2023,2023-09
703466,2024-07-07,C102115,Peshawar,Store,Dresses,Bodycon Dress,2,3900,2280,0,COD,Yes,7800.0,3240.0,2024,2024-07
700314,2025-04-01,C100537,Lahore,Store,Shoes,Boots,3,6670,3680,10,Wallet,No,18009.0,6969.0,2025,2025-04
703479,2025-05-03,C101362,Islamabad,Store,T-Shirts,Polo Shirt,1,2300,1120,0,COD,Yes,2300.0,1180.0,2025,2025-05
703037,2024-06-30,C101875,Faisalabad,Online,Accessories,Tote Bag,1,1530,890,15,Wallet,No,1300.5,410.5,2024,2024-06
702244,2025-02-21,C100088,Lahore,Store,Jeans,Slim Fit Jeans,1,3610,2140,0,Card,No,3610.0,1470.0,2025,2025-02
705138,2024-10-11,C101797,Karachi,Store,Accessories,Tote Bag,3,1700,790,15,Card,No,4335.0,1965.0,2024,2024-10
705030,2025-03-07,C101474,Islamabad,Store,Dresses,Summer Floral Dress,2,3080,1800,0,COD,No,6160.0,2560.0,2025,2025-03
700306,2024-05-02,C102066,Islamabad,Online,Jeans,Ripped Jeans,1,3720,1930,20,Unknown,No,2976.0,1046.0,2024,2024-05
704687,2024-11-02,C100169,Sialkot,Online,Accessories,Leather Belt,3,1170,560,10,Card,No,3159.0,1479.0,2024,2024-11
700394,2024-10-21,C100332,Rawalpindi,Online,Jeans,High-Waist Jeans,3,4530,2090,0,Wallet,No,13590.0,7320.0,2024,2024-10
703019,2024-08-01,C101979,Lahore,Online,Jeans,High-Waist Jeans,1,4460,2020,0,COD,No,4460.0,2440.0,2024,2024-08
702002,2024-03-13,C101490,Lahore,Online,Accessories,Leather Belt,3,1280,750,0,COD,No,3840.0,1590.0,2024,2024-03
704406,2023-09-10,C101347,Karachi,Online,Shoes,Boots,2,7000,3190,0,Card,Yes,14000.0,7620.0,2023,2023-09
700791,2023-10-02,C100042,Rawalpindi,Online,Jeans,Straight Leg Jeans,2,3340,2140,0,COD,No,6680.0,2400.0,2023,2023-10
704913,2023-07-31,C100332,Rawalpindi,Online,Accessories,Baseball Cap,1,970,500,15,Wallet,No,824.5,324.5,2023,2023-07
703729,2023-08-21,C101447,Islamabad,Online,Shoes,Sandals,3,2710,1590,0,Unknown,No,8130.0,3360.0,2023,2023-08
700984,2024-09-12,C101915,Lahore,Online,T-Shirts,Oversized Tee,1,1750,1130,0,Bank Transfer,No,1750.0,620.0,2024,2024-09
704387,2023-11-12,C100567,Lahore,Online,Kurtas,Cotton Kurta,2,2000,1110,10,COD,No,3600.0,1380.0,2023,2023-11
704452,2024-07-02,C101395,Lahore,Store,Accessories,Leather Belt,1,1250,740,0,COD,No,1250.0,510.0,2024,2024-07
702402,2023-07-18,C101579,Multan,Online,Jeans,Slim Fit Jeans,2,3420,2210,0,Card,No,6840.0,2420.0,2023,2023-07
701026,2023-11-07,C100105,Rawalpindi,Store,Kurtas,Embroidered Kurta,1,2920,1590,20,Card,No,2336.0,746.0,2023,2023-11
700969,2024-11-11,C100021,Karachi,Store,Jackets,Puffer Jacket,1,6790,3560,0,COD,No,6790.0,3230.0,2024,2024-11
702606,2023-12-08,C100886,Karachi,Online,Shoes,Sandals,1,2740,1600,20,COD,No,2192.0,592.0,2023,2023-12
701930,2023-07-21,C101808,Karachi,Online,Kurtas,Cotton Kurta,1,1880,940,0,COD,No,1880.0,940.0,2023,2023-07
704132,2024-09-21,C101043,Rawalpindi,Online,Shoes,Loafers,2,5290,3260,0,COD,No,10580.0,4060.0,2024,2024-09
701148,2024-05-11,C101048,Multan,Online,Kurtas,Festive Kurta,1,4400,2420,10,COD,Yes,3960.0,1540.0,2024,2024-05
701501,2024-09-19,C102057,Karachi,Online,T-Shirts,Oversized Tee,1,1940,1160,0,COD,No,1940.0,780.0,2024,2024-09
701854,2024-10-27,C102092,Islamabad,Store,Accessories,Tote Bag,1,1580,960,15,COD,No,1343.0,383.0,2024,2024-10
700317,2023-09-10,C100241,Faisalabad,Online,Shoes,Sandals,3,2880,1740,0,COD,Yes,8640.0,3420.0,2023,2023-09
703735,2023-10-22,C101117,Faisalabad,Store,Accessories,Sunglasses,1,2250,1050,10,Wallet,No,2025.0,975.0,2023,2023-10
700284,2024-09-01,C101667,Lahore,Online,Jeans,Ripped Jeans,3,4100,2560,0,COD,No,12300.0,4620.0,2024,2024-09
702763,2025-01-18,C101441,Lahore,Store,Jackets,Bomber Jacket,2,5530,3210,0,Card,No,11060.0,4640.0,2025,2025-01
702878,2024-09-20,C100848,Lahore,Online,Jeans,High-Waist Jeans,1,4070,1980,0,Card,No,4070.0,2090.0,2024,2024-09
701813,2023-11-09,C101073,Peshawar,Online,Dresses,Summer Floral Dress,2,3260,1580,10,COD,No,5868.0,2708.0,2023,2023-11
702418,2024-03-08,C100387,Sialkot,Store,Shoes,Boots,1,6240,3280,0,Card,No,6240.0,2960.0,2024,2024-03
704297,2023-12-04,C101002,Lahore,Online,Shoes,Boots,2,6210,3470,0,COD,No,12420.0,5480.0,2023,2023-12
701496,2023-10-28,C100194,Lahore,Online,Kurtas,Printed Kurta,1,2320,1380,15,Card,No,1972.0,592.0,2023,2023-10
703983,2024-06-15,C101161,Rawalpindi,Store,Dresses,Bodycon Dress,1,3970,2220,15,Bank Transfer,No,3374.5,1154.5,2024,2024-06
704973,2025-06-14,C101409,Unknown,Online,Dresses,Wrap Dress,1,3860,1940,0,Card,No,3860.0,1920.0,2025,2025-06
701648,2024-07-10,C101883,Faisalabad,Online,Dresses,Maxi Dress,1,4520,2580,15,Wallet,No,3842.0,1262.0,2024,2024-07
704492,2025-04-04,C101850,Lahore,Online,Shoes,Boots,2,6540,3950,10,Card,No,11772.0,3872.0,2025,2025-04
700084,2024-12-21,C100539,Multan,Online,Kurtas,Cotton Kurta,1,1870,880,30,Card,No,1309.0,429.0,2024,2024-12
704249,2024-09-29,C101940,Lahore,Online,Kurtas,Cotton Kurta,1,2010,1260,0,Card,No,2010.0,750.0,2024,2024-09
702819,2023-10-09,C100507,Multan,Online,Shoes,Sandals,1,2920,1580,0,Card,No,2920.0,1340.0,2023,2023-10
701862,2025-04-30,C101871,Karachi,Store,Accessories,Baseball Cap,2,940,610,15,COD,Yes,1598.0,378.0,2025,2025-04
700451,2024-04-24,C102011,Karachi,Online,Jeans,Slim Fit Jeans,2,3410,1740,10,COD,No,6138.0,2658.0,2024,2024-04
700832,2025-06-28,C101838,Faisalabad,Store,Dresses,Summer Floral Dress,3,3180,2050,15,COD,No,8109.0,1959.0,2025,2025-06
703781,2024-09-07,C102095,Karachi,Store,Kurtas,Cotton Kurta,1,2050,1260,0,COD,No,2050.0,790.0,2024,2024-09
702916,2023-07-31,C101278,Multan,Online,T-Shirts,Classic Cotton Tee,2,1170,630,0,COD,No,2340.0,1080.0,2023,2023-07
701683,2023-07-16,C100380,Islamabad,Online,Shoes,Boots,1,6240,4050,0,Bank Transfer,No,6240.0,2190.0,2023,2023-07
702229,2023-09-11,C100725,Lahore,Store,Dresses,Maxi Dress,2,4430,2630,0,Card,No,8860.0,3600.0,2023,2023-09
701733,2024-01-26,C101634,Unknown,Online,Jackets,Bomber Jacket,1,5200,2850,0,Card,No,5200.0,2350.0,2024,2024-01
701958,2024-03-09,C100482,Islamabad,Online,T-Shirts,Oversized Tee,3,1850,860,0,COD,No,5550.0,2970.0,2024,2024-03
700073,2024-04-30,C100643,Lahore,Online,Accessories,Baseball Cap,2,950,530,0,COD,No,1900.0,840.0,2024,2024-04
700938,2025-06-02,C100444,Karachi,Online,Dresses,Wrap Dress,1,4030,2330,15,COD,No,3425.5,1095.5,2025,2025-06
702681,2023-07-15,C101045,Karachi,Online,Dresses,Bodycon Dress,1,3740,1840,15,Wallet,No,3179.0,1339.0,2023,2023-07
701786,2025-04-30,C100183,Karachi,Online,Dresses,Summer Floral Dress,1,3310,1910,10,COD,No,2979.0,1069.0,2025,2025-04
701171,2023-08-07,C101109,Lahore,Online,Jeans,Straight Leg Jeans,3,3080,1400,15,Card,No,7854.0,3654.0,2023,2023-08
700956,2024-03-15,C100722,Lahore,Online,T-Shirts,Polo Shirt,1,2350,1450,0,COD,No,2350.0,900.0,2024,2024-03
701989,2023-12-19,C102158,Karachi,Store,Kurtas,Printed Kurta,1,2490,1170,30,Card,No,1743.0,573.0,2023,2023-12
703935,2024-06-03,C101327,Islamabad,Online,Shoes,Sandals,1,3020,1860,0,Bank Transfer,No,3020.0,1160.0,2024,2024-06
705052,2024-04-13,C100345,Faisalabad,Store,Dresses,Maxi Dress,1,4460,2340,0,Wallet,Yes,4460.0,2120.0,2024,2024-04
704346,2024-01-30,C100330,Faisalabad,Online,Kurtas,Cotton Kurta,1,1810,890,15,Wallet,No,1538.5,648.5,2024,2024-01
703654,2024-11-21,C101056,Peshawar,Online,Jackets,Denim Jacket,2,5460,2790,0,COD,Yes,10920.0,5340.0,2024,2024-11
700562,2025-06-17,C100412,Lahore,Online,Shoes,Sandals,3,2860,1820,10,COD,No,7722.0,2262.0,2025,2025-06
700025,2024-03-02,C101268,Karachi,Online,Kurtas,Embroidered Kurta,3,2780,1330,15,Card,No,7089.0,3099.0,2024,2024-03
704164,2024-02-06,C101867,Lahore,Online,Jackets,Puffer Jacket,2,6890,3610,15,COD,No,11713.0,4493.0,2024,2024-02
700610,2025-04-11,C100329,Karachi,Online,T-Shirts,Oversized Tee,1,1730,890,15,Card,No,1470.5,580.5,2025,2025-04
702639,2024-06-03,C102127,Karachi,Online,T-Shirts,Classic Cotton Tee,1,1170,630,0,Bank Transfer,No,1170.0,540.0,2024,2024-06
701128,2025-01-12,C100597,Islamabad,Online,Shoes,Boots,1,6780,4150,0,Card,No,6780.0,2630.0,2025,2025-01
702917,2024-10-04,C101096,Lahore,Store,Accessories,Baseball Cap,1,900,540,0,COD,No,900.0,360.0,2024,2024-10
703993,2023-12-21,C100125,Karachi,Online,Kurtas,Cotton Kurta,2,2000,1130,0,COD,Yes,4000.0,1740.0,2023,2023-12
705183,2024-08-11,C101543,Lahore,Online,Shoes,Sneakers,2,4440,2860,0,Card,No,8880.0,3160.0,2024,2024-08
703988,2024-03-11,C101451,Islamabad,Online,Accessories,Sunglasses,2,2310,1380,0,COD,No,4620.0,1860.0,2024,2024-03
703334,2025-06-21,C100567,Lahore,Store,Shoes,Loafers,2,5410,2670,0,COD,No,10820.0,5480.0,2025,2025-06
701575,2025-01-01,C101076,Islamabad,Store,Kurtas,Cotton Kurta,1,1830,980,0,Wallet,No,1830.0,850.0,2025,2025-01
704770,2024-05-15,C100899,Islamabad,Online,Shoes,Boots,1,6800,3730,10,Card,No,6120.0,2390.0,2024,2024-05
701175,2024-03-23,C101838,Faisalabad,Store,Jeans,Straight Leg Jeans,2,3310,1670,10,Card,No,5958.0,2618.0,2024,2024-03
701440,2025-03-18,C100568,Karachi,Online,Jeans,High-Waist Jeans,2,4280,2680,15,Card,No,7276.0,1916.0,2025,2025-03
703847,2024-01-10,C100658,Islamabad,Store,Jackets,Bomber Jacket,3,5170,2350,10,Card,No,13959.0,6909.0,2024,2024-01
702224,2025-05-16,C100943,Karachi,Online,Kurtas,Embroidered Kurta,2,2770,1620,0,Card,No,5540.0,2300.0,2025,2025-05
700719,2025-04-01,C101078,Islamabad,Online,Kurtas,Embroidered Kurta,1,2850,1480,15,Bank Transfer,No,2422.5,942.5,2025,2025-04
703075,2025-03-03,C101700,Peshawar,Online,T-Shirts,Classic Cotton Tee,3,1230,690,0,Card,No,3690.0,1620.0,2025,2025-03
701913,2024-03-15,C100795,Karachi,Store,Kurtas,Printed Kurta,1,2470,1590,0,Wallet,No,2470.0,880.0,2024,2024-03
704474,2024-09-19,C101517,Sialkot,Store,Dresses,Wrap Dress,2,4110,2260,0,COD,No,8220.0,3700.0,2024,2024-09
702790,2025-01-13,C101902,Multan,Store,Dresses,Maxi Dress,1,4570,2870,0,COD,No,4570.0,1700.0,2025,2025-01
703824,2025-02-06,C100867,Faisalabad,Online,Kurtas,Embroidered Kurta,2,2770,1800,0,COD,No,5540.0,1940.0,2025,2025-02
700445,2023-10-15,C101255,Multan,Online,Accessories,Baseball Cap,1,970,500,0,COD,No,970.0,470.0,2023,2023-10
700235,2023-11-30,C101952,Faisalabad,Online,Shoes,Boots,1,7020,4480,25,COD,No,5265.0,785.0,2023,2023-11
700125,2025-04-09,C101225,Unknown,Online,Accessories,Tote Bag,1,1580,880,10,Card,No,1422.0,542.0,2025,2025-04
704550,2024-11-06,C101137,Karachi,Online,Shoes,Sneakers,3,4790,2180,10,Wallet,No,12933.0,6393.0,2024,2024-11
700440,2024-06-11,C100819,Unknown,Store,Dresses,Wrap Dress,1,4170,2530,0,COD,No,4170.0,1640.0,2024,2024-06
